,id,breed,label
9285,e9192e92049f545405dfbb8a2a05a8c7,leonberg,69
8267,cf006bb3f31c015f513071e9067f8ee0,japanese_spaniel,61
9815,f706682a30021cc74cd9416dac25e943,norwich_terrier,81
2888,4787bd73d7c56305db4f23e7dddf7b96,dandie_dinmont,35
220,050073020e80e4935b53df8d786c8612,dandie_dinmont,35
9394,ebb32c71dd92a3ad87d16006507fe779,leonberg,69
8513,d5b91a7590c1510b727e1cf4925687ab,silky_terrier,102
4254,6a0c2945c9872f66ec3b57e7a09676f2,black-and-tan_coonhound,12
4016,64051f48863887c4f01f0cae1712cd47,komondor,65
4288,6ae4bcab2d4c0d9490fca86dae67ab48,groenendael,54
9859,f8068ff990794cc54cd2d647387ecf6d,pembroke,86
10174,fee1696ae6725863f84b0da2c05ad892,bull_mastiff,25
7349,b833838e583a0f38bf8be0971074be52,welsh_springer_spaniel,115
4521,70d9a1b887dd3b7a1b7955e6938095d1,lhasa,70
6751,a93e86c093b1dc0c4070c9418cf48db7,chesapeake_bay_retriever,28
4420,6e69c90e42b91a4d1c32900ed1cfb96f,norwegian_elkhound,80
9297,e9711a024b141baa00e640231bc461a9,welsh_springer_spaniel,115
5117,815949fad325d5bd758bd46c2bbccfaf,english_setter,40
2881,474a63cd6bd1e670841655cf3fa78d43,basenji,7
1677,29975437f5b41ee4e061d83253f12d74,dandie_dinmont,35
9863,f811a192eb721accaa495e6722d9acff,basenji,7
901,1609abf6c6ac2e8df0af837cbe9cee74,mexican_hairless,74
7450,bb2f95b99c054cf43996501e14bce4e2,bernese_mountain_dog,11
2296,394a34d5fa5e571ce435958562a90b88,blenheim_spaniel,13
7619,bed0cf9b069065faf7250a922812db5e,standard_poodle,105
4385,6d6ea5617e4a3b34ad409f79f9a2c255,american_staffordshire_terrier,4
296,0724948de3506f43cda65804efe79b9b,miniature_poodle,76
8972,e1466949f06f43556943189409054b1c,norfolk_terrier,79
4153,6762783f84d52175288ca1de18f1033a,african_hunting_dog,2
5627,8df66073740f76663abf8b5b13b34eeb,irish_water_spaniel,58
27,00b7d114bc5166a629a3cc03d9329120,irish_water_spaniel,58
4604,732102ad631c810b69e13e1c8ea06462,italian_greyhound,60
6989,af39c8e69b35029608e2c600e40fc515,samoyed,94
6948,ae4c32628d35d498c9fadc9b56137d52,standard_poodle,105
6111,9a1f6626718348e63497ed0279d1dd6f,leonberg,69
3248,508b1aa3c6a435243aa3b2c1b09fb21e,groenendael,54
8008,c86661fc69fdc300f6bfb5f4e9e4fde3,rottweiler,91
2580,402cbbd8529a88b7d360a4b3803446a7,keeshond,62
4601,730b9daa84e26a4083a99f93a3d94dff,lhasa,70
1370,21aa762f1bc676e9278c2bfdb1b5cc64,english_springer,41
10074,fc6df38f35361d2630568b993a596008,pembroke,86
7307,b7210485096e88407ad8bd62d1969e02,japanese_spaniel,61
5407,886c611904fc29caee5f9cd908b90dc4,japanese_spaniel,61
5447,8977f6e2feaf60efc628ff91440ff64e,norwegian_elkhound,80
681,10a59be0ffb5e269849d409d05b1e94c,labrador_retriever,67
3159,4e0fd9830e8f277779b36b2f8a4f9a3a,redbone,89
2987,49d179db1a0dfe894d9d164704403cd7,english_setter,40
1882,2e7bbac9b93c30169f2cfca57bbf1d27,norfolk_terrier,79
1940,2fd1990cd4ccd5179b1c598355e62b16,vizsla,112
3296,51e8ab3cac86aa7a52843d9d6ee85702,clumber,31
3534,5806f8f446366e2c5ebdf8c1801fff91,chihuahua,29
3729,5ccc97e47bb1878de5b003a86968afe6,border_collie,16
7594,be575caa5b993cf44f40ac8193db9597,siberian_husky,101
1181,1d7e21514b5bba48a16928a3d3129fe5,dandie_dinmont,35
1375,21cc2409dba86b22048915de56ba1698,affenpinscher,0
5456,89c19bac9df678011ab39df96c7b6328,bernese_mountain_dog,11
8083,c9fcc35552d72c6141aaf637a3fe394a,schipperke,95
626,0f5dd4999e44100d74f68c789f3edc54,keeshond,62
2112,34a2e0cf51238ef0227dd59e03b05987,saint_bernard,92
6073,996d48c6dae4e17bc8e08f6f451f59d8,appenzeller,5
4930,7bd50779a45bc1daa49a7bb9c418a9df,irish_terrier,57
6847,abd43fd42eee6c32c7d95fc0993603b6,english_setter,40
6499,a3b14c411be2d29bb47940c509d53236,gordon_setter,50
4180,67fd6f452620bb07abf1d0c171d4c672,boston_bull,19
7301,b6e2543f961683afcedb006ba8a54d04,cardigan,27
4347,6c6796e1774ac7ee32027efd36a329a1,rottweiler,91
1462,245b83dbae3358970d81604b98871d55,border_terrier,17
2887,4786ca40de4d33cfebda53968ca10ed4,kuvasz,66
4605,7328823a7647fde18a3508d8474879c8,standard_poodle,105
684,10c2616bf8e750b282cea404d01a3429,chesapeake_bay_retriever,28
7533,bce9d20fe4d4a165d03d542c14f7b2e4,shetland_sheepdog,99
7896,c590f731ed54997d03c8b42b565f06a4,soft-coated_wheaten_terrier,103
1366,219db9ccb0ef3c6e63b89c8fa3793ce4,sussex_spaniel,107
3916,613da54ceb88a1a4cd64d66307ffc92c,clumber,31
2639,4170a9e32373fcc2e178b5a357cc849a,kelpie,63
10171,feb9d0ae525ca28aabff74b455e34c16,italian_greyhound,60
9239,e81b2d682dd2a2f5900b07551297f0a5,welsh_springer_spaniel,115
6088,99b5c534b1d362f73ec2e2d3ec9b9530,borzoi,18
2300,39625c8e9173a6175d31079f8b9b6b62,miniature_poodle,76
2938,48959db869cf729dfa70a77550b3e6ee,standard_poodle,105
5953,965ab0fa7629ecac86f1ebc2623fbedd,shih-tzu,100
8850,dddece0d4f1ff6795a125836e4a88e07,afghan_hound,1
7976,c773d2a49bbaa7ed09e64946d34ebcd3,pekinese,85
1979,30d57ef720cbd0cf3087384bbc9023e3,norwich_terrier,81
3803,5e1c189cfd5c1e7c2d7bc27e48a166e7,mexican_hairless,74
4731,76a0a11e369b47cc3072bdff576a4ffd,maltese_dog,73
4525,70f2fd56f61deb7daaeb72b8664cec9a,miniature_poodle,76
4771,77bbd2303fa579c249dfc4ce01832aac,english_foxhound,39
9028,e2bbe6eedea8520efe8c709d091be39a,newfoundland,78
2280,38d6bc0651588a0a04480b918934a8f6,keeshond,62
4633,73ca4fdaa79da31dfc570520d39b8116,collie,33
4328,6c0573fb6ef2b32ee55f8ec30c0d6928,papillon,84
6969,aed285c5eae61e3e7ddb5f78e6a7a977,sealyham_terrier,98
4130,66dbb5569904a4ffe0c4ab8982ff71e7,west_highland_white_terrier,116
6341,9fcfe0a2711b77135d622190be6e8773,tibetan_terrier,109
10027,fb80f89c84c6c2649964b574918e02d6,newfoundland,78
1784,2c49f0018041256a35e4c81a94fa1f92,rhodesian_ridgeback,90
3182,4e80242b50eb1c68dc04cbea094fccf1,silky_terrier,102
494,0beb24726c7210a5021f22d6c511cd71,irish_water_spaniel,58
7692,c098acce3ddd9919cb04d6f47f450891,groenendael,54
4344,6c6020f8dfe89f93a249ca5c385abf60,leonberg,69
2860,4692cab8ff2ff0912c912260602ca1c5,toy_terrier,111
7337,b7cc2933c599642388ff6d446bbef59f,bull_mastiff,25
4041,648a8e6fb6ce37317220f1f5bdb46fdd,mexican_hairless,74
7501,bc166a0cc82d1445d71396c2ee5ee42f,entlebucher,42
2897,47ba3cd4c85935ca5c763258c26607ea,shih-tzu,100
366,08af52c888b0f5735c3ced810771601d,blenheim_spaniel,13
849,14b6f4f65cf579f4a402b310be78b8ff,cocker_spaniel,32
5428,88fa6d0c6f8ce60ea125a86b183c5a15,german_shepherd,46
8542,d6857f130c251f01ab973358cbfccce1,boston_bull,19
9927,f98392bfae7d0aa35ecc4993ee2afbaf,maltese_dog,73
9108,e4fe0acc8e0372aae5d0b0817e70bdef,boxer,21
2653,41b3839dbe5686a95e0209f8dd6ca123,australian_terrier,6
3503,5744e030948aa2a330c146901eaea568,rottweiler,91
1541,261a03537305027b4fbb4d03765ee18c,weimaraner,114
9558,efd68fb69d154ed0ff2dfea8f782f0d3,brittany_spaniel,24
9063,e3b0ae3127ce33aecce9f512db0051e1,pembroke,86
322,07d1dd1576b5e95f448c1213b6812c40,italian_greyhound,60
2031,3286a5d09fe247fee4e99bf1355b1a40,chow,30
813,141321373d0535ee37171a2d6ca9bcbb,yorkshire_terrier,119
8882,deb88665ad11440ea55963b57e9ad79c,soft-coated_wheaten_terrier,103
9582,f069ed4df76d788ff43403f1ba4fa4a8,collie,33
9401,ebe9487f88c13d27fec7db2592adf044,african_hunting_dog,2
1079,1ad234ed7e26a66994dc71c89cb9810a,pug,88
2226,37bb10379fafdff135f71ac489434f2c,clumber,31
9340,ea607b36bd3391a5b4fe4c547f5dd7c7,irish_wolfhound,59
5833,935823502911fd76718a9f8eedf7037f,english_setter,40
2705,42bd3e15f7b7966c0890cac3288e980f,west_highland_white_terrier,116
7134,b3040f625c658c5e5e41716a837941b9,sealyham_terrier,98
4480,6fd91d9b93604a4b156662fb1d763d29,english_springer,41
1164,1d114c4409c9cba464f762b11ce47d57,standard_schnauzer,106
3261,5107853068a2197aacf9313d63cd905f,brabancon_griffon,22
5464,89f1b9d773cca9a3adbf536a62947262,malinois,72
1450,2434d734f7ca85eb4733884ba23b7c68,old_english_sheepdog,82
4229,6947a4e6fd39300775da2423a5bf4e14,cardigan,27
3862,5fc0c3dd9481cc47e02edb9bc776bf47,brabancon_griffon,22
6385,a10abeea4e3b11aad2b005fdb3aefa79,beagle,9
7195,b442ed5d4d240a8204a63d5849d8d07a,golden_retriever,49
7440,ba9f69563776b93721095a6550c22021,standard_poodle,105
5118,815d3c084bcb79bed798a9774d4ce66b,flat-coated_retriever,44
9050,e36cf92886e752cdd8be2101b3090a2c,briard,23
6505,a3d1004edc7a8c4db6f5fa3923d1983e,basenji,7
8688,da1f66793891e95d2790e4b73170f71d,basset,8
6017,97e940e416301389fb1c3eacd424ef35,pembroke,86
4056,64fb6f3f5c3b545a9be92985b5fda3a7,bernese_mountain_dog,11
9723,f4c3afa01a61b3471656b42f8d5cb1e1,maltese_dog,73
2999,4a188522768cbdcf9fb3314b650dcd73,shetland_sheepdog,99
9226,e7bc17ef352ef576b73467ebe9a407f1,airedale,3
1231,1e69f2ee565c49854da8d9fb6ac6264b,brittany_spaniel,24
1514,257d7d5a3b94a225fa26aa537f6aa8d0,italian_greyhound,60
2313,39b9c151e6d6a50cc7c917e0d8aa99f9,newfoundland,78
1451,2437c18a0d3273c3c179bd3fc4418cab,cocker_spaniel,32
8655,d93bed54dcc81a02081dc07acaddfe0f,irish_wolfhound,59
9549,ef71aaad573e1e289ec9ce92d844f96a,french_bulldog,45
8718,dad425aa6e2d08d0743e6ffc4bfc407b,bluetick,15
4321,6bba7d8fe641691872e1230e70cfa02c,yorkshire_terrier,119
8012,c872f67d6cc59584cf643dab086a6371,weimaraner,114
838,1472fb85b5c76d50009137da3dbde052,miniature_schnauzer,77
10135,fdca49e41439a428f8f727115e2610a9,malinois,72
4826,790ca20d3532a647cc20751fc063ff1b,bernese_mountain_dog,11
6712,a877b4bdeeb0b02ef99eb24f3faf6213,saluki,93
8689,da2967ce6869976d50ff6dfcb70e1381,labrador_retriever,67
3567,58bc6a921d165bbf910e815924652daf,collie,33
9471,ed87717fd2068ed2c909afa65a2cfe2e,german_shepherd,46
3087,4c36507b40ef6fa7e1326be815003b77,pekinese,85
8835,dd694fe7f5b46a6dd7c545d31004e1f6,siberian_husky,101
1714,2a8bdeaa403b876927c3e4efa4b74d7d,flat-coated_retriever,44
4270,6a8adf2f22df7bdf54800318f1a3face,sealyham_terrier,98
339,081ee1793b0e0027f8cccf9dc4513d53,miniature_pinscher,75
7038,b07f9490b150ada099c5c09004c9751f,basenji,7
6216,9cce6280e5e2de7c87fc71995dd092c4,otterhound,83
5356,86ead5380434660cdd8a6625ad6fe341,saint_bernard,92
8328,d0a1c46e655213d0e856f51715a5248a,bouvier_des_flandres,20
5135,819f97c27a2f46f36a88d1e1cecd8e0a,basset,8
588,0e7712450813da57f7df73fc45a183b4,entlebucher,42
3365,5378e91b030e6018711e6eeffb45d61c,clumber,31
2670,420070fd60e17b1fb86ff3d9fa561c2e,whippet,117
3589,593a3b449fc33c2643011646a809dcfa,groenendael,54
34,00f34ac0a16ef43e6fd1de49a26081ce,walker_hound,113
28,00ba244566e36e0af3d979320fd3017f,black-and-tan_coonhound,12
7318,b75100433bfac9fe49acb18d3dd934dd,rottweiler,91
4792,783d78ba59079ffb9c3c0bf8252a72a9,irish_setter,56
2170,364bbe6fb891f50e904613581d6cf3ac,chihuahua,29
5379,87c3089fb8c7c00ae4ce78b939530f84,great_pyrenees,52
7642,bf4cee97c84ad782f0bcb59b9d42e022,newfoundland,78
889,15a4ad475f9c8b2250df082b8e741d94,gordon_setter,50
6791,aa7db357433752780cdcc0d0d65473fd,lhasa,70
3322,52839f9f5a08d9084b6fdba5120ba7dd,giant_schnauzer,48
9603,f16a87262b19602f017d48f050aed0de,keeshond,62
3514,578fed8e31c96406eaa447ae3ff604ba,dingo,37
4617,73666477b09483e424ce327dbc3fdd11,basset,8
8532,d63508200d0c38766216f3ef91cc59d5,samoyed,94
5613,8dbe0cc0a87f2bdebbe93f9a62a5c6eb,miniature_poodle,76
3733,5cd7d9abb1a7d02a4f517b81c422d4f4,toy_poodle,110
9675,f38dc765277ae9dc0bcc677dd8685c3c,english_setter,40
7398,b9442ec825000b9b061cd71ed5eac36a,groenendael,54
1654,291508bcd740d30e288da0be54c031da,tibetan_mastiff,108
8961,e0fe902cde4c16de2dd1bd8c5b6dc08e,komondor,65
5266,84ab21940432e5b42cfacc58cd84c861,miniature_schnauzer,77
223,05134ea3341a1f4f460168e68ec5765d,bernese_mountain_dog,11
8816,dd10fca78ab9624a15f55293c36ad292,basenji,7
9410,ec0f39cdcc3647246f44ac890a39a7a7,labrador_retriever,67
4239,6985868ae61fe1bf70df21daab794219,pomeranian,87
1590,2767bc100841ba96c5292f8c94086574,papillon,84
6258,9e14a1584d8ee8447ff5f71896fca8a8,welsh_springer_spaniel,115
3256,50dedc60ff5e0129b060fed8737c5e9a,old_english_sheepdog,82
4830,792fa603050f93605bb6329092a07db9,rhodesian_ridgeback,90
5527,8b80780bc559890236d06a312eb7b889,yorkshire_terrier,119
2181,369f1231c318aafcdcb56a0cdd63b5f0,appenzeller,5
7113,b27ac1eebf09e74f5a627c10bcd3b198,kerry_blue_terrier,64
5144,81f5681a9e71dcccfeb64b104a22dfda,welsh_springer_spaniel,115
7094,b205121465ba657ca587e8c0764f3a6b,siberian_husky,101
6688,a7db31e112e983e61b6d7c880abbef7f,silky_terrier,102
1209,1df0f10b95f1ce47d718b2ba11843c1f,cairn,26
421,0a1f8334a9f583cac009dc033c681e47,kerry_blue_terrier,64
8933,e05db2e9a15a9af373794a95efee44df,boxer,21
1706,2a59a96ffbdd6c8ba70465e3a7e10a3c,afghan_hound,1
1158,1cd45fce1051908a08205b7dfc644efc,german_short-haired_pointer,47
2306,3983d1f47481aef151cf57b6a7d20760,norwegian_elkhound,80
273,0672befac9ea0c8fe82c37b5a634d87c,welsh_springer_spaniel,115
171,03f6435dc8a5e760d19e67831c6034fb,chow,30
3956,622a6eba59750136b80c8f20047aae58,sussex_spaniel,107
8813,dcfb91097cb730519db11709821e3afb,appenzeller,5
3188,4eaab0b882ea39c56caa2f4a0671ea47,giant_schnauzer,48
1725,2ac9a62048bf2bbce0c8b42b15130ec3,rhodesian_ridgeback,90
10101,fd00c84695d64324cc597937320cc0f2,beagle,9
9858,f80541bbc3592999ccc617bdcbd9fde9,basenji,7
1564,26a4f5afd06a0fceea3dcb095fb47e80,french_bulldog,45
1782,2c484faaaaa5f622200897bb068e3a96,malamute,71
843,14a24af1ce8c796dc96bb45dea1fb8dc,whippet,117
9552,ef8639d4717248c8db31398c26580537,chihuahua,29
5193,83254997246bf8de94b214e270debb07,african_hunting_dog,2
904,16265434d841173019be215bea5d8097,saint_bernard,92
8852,ddf23184178185362a7f99031328aae8,chesapeake_bay_retriever,28
9885,f88b18233f76dcfb8dc49ab1820fa0dd,schipperke,95
5354,86da61ef74981730ff766ed0c61e8ffc,redbone,89
1547,263e169a83e941473a9026072ed74ebc,chow,30
2080,33e6e9778f204b714e7f205b6830da7d,pomeranian,87
4689,758d370b554cd5f454810d8983f87d55,saluki,93
3985,62f99c152e3fec1693820120e1c361e7,rhodesian_ridgeback,90
6779,aa52399aa598792ef63fe14828660bc3,toy_poodle,110
7670,c01fb7605bebd817eab818ec264fce09,pug,88
6480,a326caecceeed4705ba786f1d8504430,cairn,26
8804,dcd8ee5311136967d14a2b4592963da1,afghan_hound,1
8387,d265584fd8255cf0ffb477cdfddd32f9,standard_poodle,105
3820,5e8384d94474985bd73e9eefac4aedb9,saint_bernard,92
2646,418e24eea6f52ea47c7fa94dc1e88d09,miniature_pinscher,75
7054,b103316ae94567dd01890e7fbbee90e2,cairn,26
7482,bbd9727d650ceb70bc57c35fe13f3cda,pembroke,86
5340,8665d7a2c337fc178c60f0a7733594e7,staffordshire_bullterrier,104
6842,abc50b5c5809ee3dd97022c2e1b21db0,border_terrier,17
7319,b768b02deecca8391d2b4034cebf527c,tibetan_terrier,109
4350,6c7e5a99781770d5e01eb570833a8fd4,curly-coated_retriever,34
6479,a31f36d3aa5d81004b0d454902e40889,border_terrier,17
2155,35de6afba5628a315910380be1f74c57,german_short-haired_pointer,47
7017,aff9e4c944e3e7b24b8166590d7ca95c,bouvier_des_flandres,20
3715,5c9055942e39e8cf473e234e5b77139a,soft-coated_wheaten_terrier,103
4057,64fe508bc7626f6e0bdfbde3089d7cc0,cocker_spaniel,32
8485,d50ae93eb9d8d56d3b52cf83e991839d,brittany_spaniel,24
6226,9d13cfdd4fc7d0f3c3c5fa488facb853,black-and-tan_coonhound,12
3102,4ca6732ea8c9a354d28b5e8fc71385e4,affenpinscher,0
558,0dc45e3e57bbcfccc550479d57b39951,australian_terrier,6
4819,78ddc0326486a7e9ed6ce49aea113031,cairn,26
4574,725ad8d2eafd430b7b97501e6423617d,tibetan_terrier,109
1436,23e182419007d6293ae31d6fb4b7076d,rottweiler,91
507,0c2fdeb77e6e650e69ecca013c7e8e67,groenendael,54
1869,2e12a041054c5c5224b5975813bdc419,staffordshire_bullterrier,104
755,12c222ec2e7808183056af545a4bc046,west_highland_white_terrier,116
6682,a7b2a87a394fd17c848d2bf21cb7fe59,affenpinscher,0
4050,64d8c521cda2eeb0362a910c03407bdb,borzoi,18
5711,8fef339017219eb3967f930c062f9dba,english_foxhound,39
3836,5f11e117f4ba6ed026682fe516651c59,english_springer,41
4386,6d70ba62b2f3f73a28d77d519d3f477b,miniature_poodle,76
2118,34cb18fd7555fc6c0cbf497742a09f42,otterhound,83
6437,a23f53a45ee2d6d6218c7e3b70234091,boston_bull,19
8673,d99e075b2610dd70e27a95c5f16e3b8d,scottish_deerhound,97
501,0c19867277e6c96ad8f487b4fe343ff9,malamute,71
6768,a9f3be811452a710a8c390a9b2590f32,sealyham_terrier,98
6186,9bf204c0add25dd912699fedc1f25aac,entlebucher,42
1539,260a6a3079eeb47413c040b4ebb4c8bf,dandie_dinmont,35
6425,a204ac96b29ca9f6af5571194e14ea8e,brabancon_griffon,22
1211,1dfb101ad18e5d4f10ebe6ba67678756,dhole,36
9325,ea12edc949e2572580fa237d3daea938,great_pyrenees,52
672,106a740e7e34d80e35b0f40a3d96fc1b,chesapeake_bay_retriever,28
3377,53ead8dd8986fbb0986c8e0cf2dd45f5,american_staffordshire_terrier,4
8978,e167b2451fa1a46c231f4a628800b5db,african_hunting_dog,2
1464,2467c49806dffe9bf0155c9256faf86e,lakeland_terrier,68
9124,e552addd2461f8a62e9691fa26b21370,bull_mastiff,25
1192,1db6673169b83ed310c140a7ecea695d,pug,88
7299,b6dbcd16a92a5ae62bae15dbfd06c889,french_bulldog,45
1872,2e3ef941c9d921bf18607e5930f548ee,mexican_hairless,74
3590,593d494b3c91921a8c6db19d00b8b4f1,african_hunting_dog,2
7033,b05d49698b7426ac9420983f0b8cacf8,collie,33
505,0c24a6dac8f0dc55edeb80a7b683af5e,kuvasz,66
243,05a05cf4c8d6a4f3f780a9112a11999b,german_shepherd,46
506,0c286c574ef09562c123dafe5ce6ac23,keeshond,62
8374,d222748a1eea1d4fd0dc0c7e95c7a312,german_short-haired_pointer,47
7006,afa9e8ba3e59af33fb61a068e4fceab8,sealyham_terrier,98
4879,7a5f80c109aa9333fcbd80dd938ceb1a,cairn,26
5234,840b67d26e5e43f8eb6430f62d4ba1ac,leonberg,69
1773,2bfe3d604c6462925a5e91b6705ee4f4,greater_swiss_mountain_dog,53
6032,985e9ae5e9382a61fc14d9ed109f2cff,samoyed,94
5137,81cb20716cb5dc4bf410dfd52bbb3cc8,vizsla,112
8364,d1f38890c027d2cb93d2207446e83b10,weimaraner,114
797,13c630fcf8aa68ab0e97cd4a644b8943,doberman,38
7444,bac48c1d1224be5945c7a0b823f919b6,scottish_deerhound,97
7387,b8f03e7c0df51e41d8ef79d9d90df144,briard,23
2829,45b36423b3c098468ba95af931e471fe,great_pyrenees,52
9526,eeca7236c506c6c3e4405c959944f3c1,groenendael,54
8943,e08af1f586d3150e4cecb3c42668b0e0,curly-coated_retriever,34
312,079a7ad36b46704c28d88c4aa183c28e,english_foxhound,39
746,129cff4506469af7863a6e30c9947a66,basenji,7
3569,58bd9bfcee7de5692e700b85ec03ec36,welsh_springer_spaniel,115
790,1399f1e08abd77f1b736303d4101d51c,malinois,72
2476,3db0e7a5251e46b32584100fe3327cd4,ibizan_hound,55
9532,eeef7ff1d9b702cc5eb3befca986f723,great_dane,51
2570,3ff0641f3b2da6e8cc8b1dc39bdee8a0,english_foxhound,39
10029,fb8c009186d200c2f49173d89f4a4a80,sealyham_terrier,98
5849,939eb0d3ec4ba70f8d9dde67b9ddd7c7,briard,23
4355,6c9dd7ea6386769954f6f39ea755db1a,japanese_spaniel,61
2163,360f34d53e00c3c6ad0681df0c176bf7,dhole,36
6879,acca62cebd23de23384fd8c95d381b0f,irish_terrier,57
7609,beaa155f4a9f24e2fd3cf4b6e94dc1ad,norwich_terrier,81
380,093fc67079701f48bd1d2e52a684ed9e,curly-coated_retriever,34
6372,a0a53d7b5d4f9d9004d9e2b21785f88c,dandie_dinmont,35
1292,202bb947018debda922ef6af3ccebf00,bluetick,15
1912,2f1507bd33b234550510c5a0e89a2b34,brittany_spaniel,24
599,0eaea4c6fe055607ed8322db0306285f,scottish_deerhound,97
3892,609128c7df2f937179d2c6c3e3e33f5d,staffordshire_bullterrier,104
4141,670b1a17892480ae3cbc151f3030f14f,soft-coated_wheaten_terrier,103
1652,290a83cd8331cfe96a1846f5e1977b55,basset,8
5470,8a16b61df5b24c926d2e79267a0d62e6,pekinese,85
1893,2ea147dd52c8e098ef66317a091fd8a8,tibetan_mastiff,108
1944,2fde20eb9c645c02a583ef01ebce6374,boston_bull,19
3395,544dcc6d81190416abfcaa1cbf9c978b,miniature_pinscher,75
5733,90ba51fd14179ef0f16d537cba990103,australian_terrier,6
4362,6cc02e5764a242a9d2b6469ef02eccd4,saint_bernard,92
10010,fb1f17d411a56a2740310b4c06595877,bull_mastiff,25
375,091306dd0d110a677fe0de1ad066f160,sealyham_terrier,98
1966,3079b03c1a9b9e2b986f56f66f1f71a8,norwegian_elkhound,80
3957,622f0b4067275a67f8471b2e945e21e0,black-and-tan_coonhound,12
9890,f89bc5490cbc1b17dc0be9c5bdd4f224,african_hunting_dog,2
4423,6e80238fe40085f699fb15bb57cac132,german_shepherd,46
7810,c351c6388350e97f13e22a482b91c6d2,chow,30
4706,76226571b8e2c154f019d8a9e265c880,dhole,36
5798,927137299c6bfa514208a03212bbeb5f,great_pyrenees,52
5538,8bd9f03c437e44fc390e90d05b1af1bf,bluetick,15
1471,2491b7d3fe1e54e1c8fe0d1e3b4cc5a7,chesapeake_bay_retriever,28
3346,53162277c67831e82d0a38f00a3783a5,west_highland_white_terrier,116
4522,70ea53f50ea3d738665ecb2771f95c49,schipperke,95
6545,a4c70912e3ec79a20c670bfb9fcfc6df,english_springer,41
2853,46566ca45a91babab7f12b30c39b9acf,kuvasz,66
4506,707acb2cbc6c351181a087fc94c4b05f,entlebucher,42
9189,e6d9085fa22d76e3c089cfaea8f39479,beagle,9
9992,fab162b7c732afd2e0886e1fb158862f,beagle,9
6758,a9797886f1e5b8097e4c27c98e662c54,pekinese,85
4062,650b996cdb1d0509ae82fbdfc1296814,basset,8
8167,cc3aae66ef2abe212cc5f682e71612ff,giant_schnauzer,48
4306,6b5d909216e2d5d6e25487777ed32c29,scottish_deerhound,97
9727,f4f070765892e18ce99343779e9058cb,black-and-tan_coonhound,12
8341,d120834472b4ef2520e5860b0f3b0500,african_hunting_dog,2
5522,8b6e36d51e75cf0b1b81a94f33d5f5c3,basset,8
3990,6305b890b2eaa191700137b7f14e6fee,lakeland_terrier,68
1049,1a0c7c29748d91638f4aa08d00c0294e,lakeland_terrier,68
6464,a2c45749d89597425da581670dde0160,airedale,3
5580,8ced482ceedeccca651a81a15ebe47bd,redbone,89
8906,df4d0576d927992df06c9bb08bb9bac7,welsh_springer_spaniel,115
2035,32a0fa176c5f069933d4ed4f4088e370,chihuahua,29
4039,6485a03e52b82371893d26e3119514f3,maltese_dog,73
5478,8a35cb0b51977007c8f812204b556883,great_pyrenees,52
9824,f738d8472928f06c5a3743914ac5d458,german_shepherd,46
1972,30b62336313d7ba5eee9a0a00f25d976,weimaraner,114
4993,7df374a44e16734af61b3c1a156a0f63,pembroke,86
2099,34455076d8d7c9e83eed6cfde1e29670,airedale,3
1499,251a08ee399e9c6597a7da5a9a666ae3,otterhound,83
6520,a4263bf0c3841ddd5ed4b0c40cbd6cf9,norwegian_elkhound,80
652,0fdfc060cdbaf30f356ffb4946df4580,curly-coated_retriever,34
170,03f5b638b8f1c83d3097786e40992ff9,toy_terrier,111
4085,65ad9f24f5a31c3d5ee5089aade6370d,kerry_blue_terrier,64
242,059a86d50634c78d5a18f918cb0b3f0d,afghan_hound,1
5974,96d6f4caa2b832efb51870c55c534275,labrador_retriever,67
4371,6d0eae6ef2b3b419bea61e11698a6238,kerry_blue_terrier,64
8880,deb5ab49dab71dea5d3a076f00eb4820,border_collie,16
2756,43d5a0815fe2887f676090b9434fac0c,toy_poodle,110
7197,b44d4785a27a7b5a0f793ff15956df20,lhasa,70
6330,9fb14d359862987b31fee92145566e70,malamute,71
2076,33dfdc352ba79dde3df2f4322e5ab964,french_bulldog,45
4103,661a470728de5c694ea87211eb1c6738,vizsla,112
9773,f60ad1508afefc6ce94cd896ff1cdb3f,american_staffordshire_terrier,4
8257,cea803dc044c609ccab57ec3820bcc16,lakeland_terrier,68
9728,f4f3f707907977e9f619540a51e6d9fa,shih-tzu,100
5125,817696aaa5d843b6cbaad2698e461872,standard_schnauzer,106
5338,8650b152539571456f690c4f5a7ce77d,borzoi,18
9266,e8a902080c150632c8b45b8013d0e540,clumber,31
5035,7f5e1539c7806a7c9cd92361d4f89f25,bernese_mountain_dog,11
9805,f6c0c3d4f34faf5caa5de6e81305de3b,west_highland_white_terrier,116
5609,8d93e1171042807702d5e4cb4073b2ed,samoyed,94
8009,c86c7ff482a6f2c10b48695b090519e5,yorkshire_terrier,119
4680,7549b09f27526a089e67036c31d99b08,sealyham_terrier,98
8507,d5a421e33b9db2f03598af1760c71501,bouvier_des_flandres,20
4078,65930bb65a10377f2242987a59b911dc,ibizan_hound,55
640,0fa361cea0655e945970cd4762355ac0,saluki,93
1270,1f825609b43784e073b718ec559ed397,norwegian_elkhound,80
2778,4465d1adaf0c715bebb2e68c639ea734,african_hunting_dog,2
1985,30fd3e37a841d7aaa4a61e145226354e,brittany_spaniel,24
3861,5fb78d58dc5aa4bda751f1c675da7a51,cairn,26
3480,56b09db9124699cb5b2dfa57a68126bd,maltese_dog,73
